movieId,title_cast,director,runtime,budget,plot_keywords
5770,NA,NA,NA,NA,NA
5771,NA,NA,NA,NA,NA
5772,NA,NA,NA,NA,NA
5773,NA,NA,NA,NA,NA
5774,NA,NA,NA,NA,NA
5775,NA,NA,NA,NA,NA
5776,NA,NA,NA,NA,NA
5777,NA,NA,NA,NA,NA
5778,NA,NA,NA,NA,NA
5779,NA,NA,NA,NA,NA
5780,NA,NA,NA,NA,NA
5781,NA,NA,NA,NA,NA
5782,NA,NA,NA,NA,NA
5783,Jacques Derrida|Marguerite Derrida|René Major|Chantal Major|Avital Ronell|René Derrida|Eddie Yeghiayan,Amy Ziering,84,NA,philosopher|author|philosophy|literary
"5784,Gabriel Byrne|Julianna Margulies|Ron Eldard|Desmond Harrington|Isaiah Washington|Alex Dimitriades|Karl Urban|Emily Browning|Francesca Rettondini|Boris Brkic|Bob Ruggiero|Iain Gardiner|Adam Bieshaar|Cameron Watt|Jamie Giddens,Mark Hanlon,91,""$20,000,000"",ghost ship|female rear nudity|female removes her dress|decapitation"
"5785,Johnny Knoxville|Bam Margera|Steve-O|Chris Pontius|Ryan Dunn|Jason 'Wee Man' Acuña|Preston Lacy|Dave England|Ehren McGhehey|Brandon DiCamillo|April Margera|Phil Margera|Jess Margera|Chris Raab|Rakeyohn,Jeff Tremaine,87,""$5,000,000"",jackass|stunt|panda|japan"
5786,Wood Harris|Mekhi Phifer|Kevin Carroll|Esai Morales|Chi McBride|Cam'ron|Remo Greene|Cynthia Martells|Elise Neal|Regina Hall|Joyce Walker|Ron Cephas Jones|Nelson Tynes|Karen Andrew|Pedro Salvín,Azie Faison Jr.,97,NA,hood|ghetto|restaurant|n word
"5787,Olga Sékulic|Stephen Dillane|Françoise Bertin|Thandie Newton|Cassius Kumar Wilkinson|Sakina Jaffrey|Mark Wahlberg|Christine Boisson|Simon Abkarian|Christophe Salengro|Philippe Fretun|Loeïza Jacq|Joong-Hoon Park|LisaGay Hamilton|Ted Levine,Peter Stone,104,""$60,000,000"",ex soldier|divorce|death|remake"
"5788,Alison Garland|Jean Ainslie|Timothy Spall|Badi Uzzaman|Parvez Qadir|Russell Mabey|Lesley Manville|Ruth Sheen|Thomas Brown-Lowe|Oliver Golding|Henri McCarthy|Ben Wattley|Paul Jesson|Gary McDonald|Diveen Henry,Mike Leigh,128,""$9,000,000"",single parent|abusive boyfriend|love|supermarket"
"5789,Matt LeBlanc|Eddie Izzard|James Cosmo|Nicolette Krebitz|David Birkin|Edward Fox|Udo Kier|Oliver Korittke|Karl Markovics|Sissi Perlinger|Holger Speckhahn|Pip Torrens|Maria Petz|Heinrich Herki|Paul Williamson,Digby Wolfe,99,""$15,000,000"",behind enemy lines|punctuation in title|apostrophe in title|gay interest"
5790,Juliet Stevenson|Kevin Bishop|Allan Corduner|Paul Rhys|Craig Hill|Leslie Charles|Pamela Field|Naim Thomas|Geraldine McEwan|Mingo Ràfols|Roger Coma|Pepa López|Mauricio Cruz|Manu Fullola|Carlos Castañón,David Leavitt,112,NA,pianist|page turner|music student|overbearing mother
"5791,Salma Hayek|Mía Maestro|Amelia Zapata|Alejandro Usigli|Diego Luna|Alfred Molina|Lucia Bravo|Valeria Golino|Patricia Reyes Spíndola|Loló Navarro|Roger Rees|Fermín Martínez|Roberto Medina|Ashley Judd|Antonio Banderas,Julie Taymor,123,""$12,000,000"",bisexual woman|lesbian|sex scene|title directed by female"
5792,Campbell Scott|Jesse Eisenberg|Isabella Rossellini|Elizabeth Berkley|Jennifer Beals|Mina Badie|Ben Shenkman|Chris Stack|Morena Baccarin|Lisa Emery|Flora Diaz|Stephanie Gatschet|Colin Fickes|Tommy Savas|Gabriel Millman,Dylan Kidd,106,NA,virginity|male ego|uncle nephew relationship|womanizer
"5793,D. David Morin|Gavin MacLeod|Hal Linden|Jennifer O'Neill|Paul Rodriguez|Richard Riehle|John Valdetero|Dan Campbell|Evan Ellingson|Crystal Robbins|Patti MacLeod|Paul Napier|Charles Hutchins|Callan White|Ross McKerras,Rich Christiano,95,""$825,000"",time machine|bible|morality|ethics"
5794,Denis Lavant|Michel Subor|Grégoire Colin|Richard Courcet|Nicolas Duvauchelle|Adiatou Massudi|Mickael Ravovski|Dan Herzberg|Giuseppe Molino|Gianfranco Poddighe|Marc Veh|Thong Duy Nguyen|Jean-Yves Vivet|Bernardo Montet|Dimitri Tsiapkinis,Claire Denis,92,NA,military training|legionnaire|french foreign legion|djibouti
5795,NA,NA,NA,NA,NA
5796,NA,NA,NA,NA,NA
5797,NA,NA,NA,NA,NA
"5798,Jeff Daniels|Harve Presnell|Joey Albright|Wayne David Parker|Randall Godwin|Kimberly Guerrero|James Porterfield|Guy Sanville|Lucas Daniels|Phillip W. Powers|Sandra Birch|Alex Mulvaney|Kyle Broeders|Belinda 'Allee' Eagle|Chad Decota,Jeff Daniels,91,""$1,000,000"",deer hunting|flatulence|michigan upper peninsula|brother brother relationship"
5799,NA,NA,NA,NA,NA
5800,NA,NA,NA,NA,NA
5801,NA,NA,NA,NA,NA
5802,NA,NA,NA,NA,NA
"5803,Eddie Murphy|Owen Wilson|Famke Janssen|Malcolm McDowell|Gary Cole|Phill Lewis|Viv Leacock|Keith Dallas|Tate Taylor|Lynda Boyd|Bill Mondy|Larry Merchant|Sugar Ray Leonard|Jimmy Lennon Jr.|Joe Cortez,Morton S. Fine,97,""$70,000,000"",stealth|boxer|top secret|espionage"
"5804,Tim Allen|Elizabeth Mitchell|David Krumholtz|Eric Lloyd|Judge Reinhold|Wendy Crewson|Spencer Breslin|Liliana Mumy|Danielle Woodman|Art LaFleur|Aisha Tyler|Kevin Pollak|Jay Thomas|Michael Dorn|Christopher Attadia,Don Rhymer,104,""$65,000,000"",santa claus character|the easter bunny character|playing american football|father time"
5805,Jim Chiros|Susan Gibney|Holly Hardman|Liam Waite|Amy Wright|Gary Ray|Cole Murray|Richard Cox|Dawn Lolos|John Doman|Kirby Mitchell|Diane McBain|Raymond Michael Karl|Fatmir Haskaj|Marni Lustig,Holly Hardman,92,NA,
5806,Said Mohamadi|Behnaz Jafari|Bahman Ghobadi|Mohamad Karim Rahmati|Rafat Moradi|Mayas Rostami|Saman Akbari|Ahmad Bahrami|Mohamad Moradi|Karim Moradi|Hassan Mohamadi|Rasool Mohamadi|Somaye Veisee,Samira Makhmalbaf,NA,NA,border|village|teacher|widow
5807,Vera Farmiga|Domenick Lombardozzi|Jill Hennessy|Malcolm Gets|Steve Buscemi|Rosario Dawson|Adrian Grenier|Carol Kane|Michael Imperioli|Alexa Fischer|Ross Gibby|Nahanni Johnstone|John Ottavino|Tamara Jenkins|Roger Hervas,Peter Mattei,90,NA,male male kiss|new york|considering suicide|loneliness
"5808,Ciarán Hinds|Richard Donat|Sarah Polley|Ulrich Thomsen|Anders W. Berthelsen|Murdoch MacDonald|Joseph Rutten|John Walf|Katrin Cartlidge|Vinessa Shaw|Adam Curry|Catherine McCormack|Sean Penn|Josh Lucas|Elizabeth Hurley,Anita Shreve,114,""$16,000,000"",lesbian subtext|cleavage|sail boat|voyeur"
"5809,Rebecca Romijn|Antonio Banderas|Peter Coyote|Eriq Ebouaney|Edouard Montoute|Rie Rasmussen|Thierry Frémont|Gregg Henry|Fiona Curzon|Daniel Milgram|Jean-Marc Minéo|Jean Chatel|Stéphane Petit|Olivier Follet|Éva Darlan,Brian De Palma,114,""$35,000,000"",full frontal female nudity|breast play|lesbian sex from behind|female protagonist"
"5810,Eminem|Kim Basinger|Mekhi Phifer|Brittany Murphy|Evan Jones|Omar Benson Miller|De'Angelo Wilson|Eugene Byrd|Taryn Manning|Larry Hudson|Proof|Mike Bell|DJ Head|Michael Shannon|Chloe Greenfield,Scott Silver,110,""$41,000,000"",hip hop|trailer home|self expression|competition"
5811,Aurélie Dupont|Laurent Hilaire|Nicolas Le Riche|Manuel Legris|José Martinez|Elisabeth Platel|Jean-Guillaume Bart|Marie-Agnès Gillot|Clairemarie Osta|Nathalie Riqué|Wilfried Romoli|Céline Talon|Miteki Kudo|Sylvain Durand|Claude Bessy,Nils Tavernier,100,NA,place name in title|paris opera ballet company|paris france|opera house
"5812,Julianne Moore|Dennis Quaid|Dennis Haysbert|Patricia Clarkson|Viola Davis|James Rebhorn|Bette Henritze|Michael Gaston|Ryan Ward|Lindsay Andretta|Jordan Nia Elizabeth|Kyle Timothy Smith|Celia Weston|Barbara Garrick|Olivia Birkelund,Todd Haynes,107,""$13,500,000"",gossip|african american|gay kiss|racism"
5813,Audrey Tautou|Edouard Baer|Julie Depardieu|Catherine Jacob|Philippe Laudenbach|Cathy Verney|Anna Koch|Max Tzwangue|Mathieu Demy|Atmen Kelif|Nelly Camara|Jean Reichman|Bruno Slagmulder|Lucien Melki|Nathalie Levy-Lang,Pascale Bailly,95,NA,anti semitism|jewish|veterinarian|judaism
5814,Liam Aiken|Frances Fisher|Alice Drummond|Frances Sternhagen|Jackie Bateman|Courtney Campbell|Laurel Holloman|Mark Webber|Tess Harper|Gary Cole|Janie Story|Jackson Walker|Elise Neal|Jennifer Holliday|Eddie Cotton Jr.,David Armstrong,93,NA,
"5815,Steven Seagal|Morris Chestnut|Ja Rule|Nia Peeples|Tony Plana|Kurupt|Michael Taliferro|Claudia Christian|Linda Thorson|Bruce Weitz|Michael McGrady|Richard Bremmer|Matt Battaglia|Hannes Jaenicke|Wiliam T. Bowers,Don Michael Paul,98,""$13,000,000"",gold|prison|fbi|undercover"
"5816,Daniel Radcliffe|Rupert Grint|Emma Watson|Richard Griffiths|Fiona Shaw|Harry Melling|Toby Jones|Jim Norton|Veronica Clifford|James Phelps|Oliver Phelps|Julie Walters|Bonnie Wright|Mark Williams|Chris Rankin,J.K. Rowling,161,""$100,000,000"",invisibility cloak|basilisk|killing a monster|child protagonist"
"5817,Simon Abkarian|Charles Aznavour|Christopher Plummer|Arsinée Khanjian|Setta Keshishian|David Alpay|Shant Srabian|Marie-Josée Croze|Elias Koteas|Brent Carver|Max Morrow|Christie MacFadyen|Dawn Roach|Garen Boyajian|Lousnak Abdalian,Atom Egoyan,115,""$15,500,000"",armenian|armenian genocide|armenia|art history professor"
"5818,Gael García Bernal|Ana Claudia Talancón|Sancho Gracia|Angélica Aragón|Luisa Huertas|Ernesto Gómez Cruz|Gastón Melo|Andrés Montiel|Damián Alcázar|Gerardo Moscoso|Alfredo Gonzáles|Verónica Langer|Pedro Armendáriz Jr.|Lorenzo de Rodas|Roger Nevares,Vicente Leñero,NA,""$1,800,000"",priest|church|corruption|sex scene"
"5819,Raymond J. Barry|Dylan Haggerty|Renee Faia|Kelsy Kemper|Dennis Lau|Sonny Franks|Jared McVay|Christel Khalil|Lillias White|Kate Williamson|Jack Tate|Nicolas Mize|James Hiser|Darrell Sandeen|Evan O'Meara,Neil Burger,88,""$750,000"",dallas texas|federal bureau of investigation|first lady|president"
5820,Richard 'Pistol' Allen|Jack Ashford|Bob Babbitt|Benny 'Papa Zita' Benjamin|Eddie 'Bongo' Brown|Bootsy Collins|Johnny Griffith|Ben Harper|Joe Hunter|James Jamerson|Uriel Jones|Montell Jordan|Chaka Khan|Gerald Levert|Joe Messina,Walter Dallas,108,NA,motown|musician|song|reenactment
"5821,Eul-boon Kim|Seung-ho Yoo|Hyo-hee Dong|Kyung-hyun Min|Eun-kyung Yim,Jeong-hyang Lee,80,""$2,000,000"",title directed by female|south korea"
"5822,Antonio Resines|Álex Angulo|Frédérique Feder|Juan Viadas|Karra Elejalde|Saturnino García|Fernando Guillén|Jaime Blanch|Ion Gabella|Bibiana Fernández|Rossy de Palma|Enrique San Francisco|Féodor Atkine|Felipe García Vélez|Francisco Maestre,Álex de la Iglesia,90,""$2,500,000"",ransom|businessman|planet|mutant"
5823,John Travolta|Ellie Raab|Tito Larriva|Tripoli|Richard Edson|Vincent Guastaferro|Jeffrey DeMunn|Lisa Ziegler|R. Ruddell Weatherwax|Gene LeBell|Robert Stitzel|Robert Rigamonti|John Duda|Mik One|Sidney Chankin,Robert Harmon,95,NA,dog|doberman|father daughter relationship|dogfight
"5824,Tanya Allen|Hart Bochner|Fulvio Cecere|Gregory Calpakis|Terry Chen|Garvin Cross|Roger Cross|Martin Cummins|Keith Dallas|Linda Fiorentino|Marrett Green|Darcy Laurie|David Lewis|Robert Lewis|Brian Markinson,Kari Skogland,96,""$11,000,000"",bomb|hostage|gunman|sniper"
5825,NA,NA,NA,NA,NA
5826,NA,NA,NA,NA,NA
"5827,Harvey Keitel|Iain Glen|John Wood|Terence Rigby|Keith Allen|Craig Kelly|Thandie Newton|Viggo Mortensen|Dave Duffy|Geoffrey McGivern|Nigel Clauzel|Huggy Leaver|Dig Wayne|Christopher Adamson|James Duggan,Danny Cannon,NA,""$3,000,000"",male with earring|police|gangster|killing"
5828,Laurence Breuls|Linda Cropper|Simon Lyndon|Chris Haywood|Rebecca Smart|Jeanette Cronin|David Field|Justine Clarke|Essie Davis|Jessica Napier|Bojana Novakovic|Shayne Francis|John Howard|Geoff Morrell|Cameron Nugent,Nick Enright,86,NA,gang rape|anal rape|dead girl|party
"5829,James B. Douglas|Molly Parker|Paul Gross|Barbara Gordon|Michelle Nolden|Connor Price|Stan Coles|James Allodi|Darryl Casselman|Mike 'Nug' Nahrgang|Jed Rees|Jane Spidell|Polly Shannon|Peter Outerbridge|Kari Matchett,Paul Gross,102,""$7,500,000"",astronaut|felling a tree|snorkeling|curling stone"
5830,NA,NA,NA,NA,NA
"5831,Skeet Ulrich|Kristy Swanson|Derek de Lint|Rena Owen|Antonie Kamerling|Serge-Henri Valcke|Nicholas Irons|Thom Hoffman|Katherine Lang|André Arend van de Noord|Yorick van Wageningen|Jaap Postma|Georgina Verbaan|Jeroen Willems|Monic Hendrickx,Laurence Malkin,96,""$7,000,000"",hitman|topless female nudity|female nudity|gunfight"
"5832,Kirk Cameron|Brad Johnson|Clarence Gilyard Jr.|Janaya Stephens|Gordon Currie|Chelsea Noble|Krista Bridges|Lubomir Mykytiuk|Christopher Bondy|Christie MacFadyen|David Macniven|Jason Jones|Leslie Carlson|Louis Negin|Elias Zarou,John Patus,94,""$3,800,000"",christianity|sequel|christian|wailing wall"
"5833,Sean Pertwee|Kevin McKidd|Emma Cleasby|Liam Cunningham|Thomas Lockyer|Darren Morfitt|Chris Robson|Leslie Simpson|Tina Landini|Craig Conway|Villrikke's Acer|Bryn Walters|Ben Wright|Brian Claxton Payne,Neil Marshall,105,""$2,000,000"",exploitation|scotland|training mission|full moon"
5834,NA,NA,NA,NA,NA
5835,NA,NA,NA,NA,NA
5836,NA,NA,NA,NA,NA
"5837,Michael Carr|Russell Friedenberg|Kimberly Liebe|Hank Stone|Harvey J. Alperin|Matthias Hues|Christopher Kriesa|Darren Shahlavi|Birgit Stauber|Andrea Seitz|Chin Meyer|Joe Cook|Jeff Motherhead|Ron Grandl|Paul Hayes,Olaf Ittenbach,89,""$900,000"",desert|california|california desert|splatter"
5838,Isabelle Huppert|Jean-François Balmer|Christophe Malavoy|Jean Yanne|Lucas Belvaux|Christiane Minazzoli|Jean-Louis Maury|Florent Gibassier|Jean-Claude Bouillaud|Sabeline Campo|Yves Verhoeven|Marie Mergey|François Maistre|Thomas Chabrol|Phillippe Abitol,Gustave Flaubert,143,NA,character name as title|emma bovary character|period drama|doctor
5839,NA,NA,NA,NA,NA
5840,NA,NA,NA,NA,NA
"5841,Milla Jovovich|Brian Krause|Lisa Pelikan|Courtney Barilla|Garette Ratliff Henson|Emma James|Jackson Barton|Nana Coburn|Brian Blain|Peter Hehir|Alexander Petersons|John Mann|Wayne Pygram|John Dicks|Gus Mercurio,William A. Graham,102,""$11,000,000"",color in title|island|sequel|tropical island"
5842,NA,NA,NA,NA,NA
"5843,Sean Astin|Wil Wheaton|Keith Coogan|Andrew Divoff|R. Lee Ermey|Mason Adams|Denholm Elliott|Louis Gossett Jr.|George Perez|T.E. Russell|Shawn Phelan|Michael Champion|Tracy Brooks Swope|Max Manwell|Joe Inscoe,William P. Kennedy,111,""$10,000,000"",terrorist|hostage|boarding school|student"
5844,NA,NA,NA,NA,NA
5845,NA,NA,NA,NA,NA
5846,NA,NA,NA,NA,NA
5847,NA,NA,NA,NA,NA
5848,NA,NA,NA,NA,NA
5849,NA,NA,NA,NA,NA
5850,NA,NA,NA,NA,NA
5851,NA,NA,NA,NA,NA
5852,NA,NA,NA,NA,NA
5853,NA,NA,NA,NA,NA
5854,NA,NA,NA,NA,NA
5855,NA,NA,NA,NA,NA
5856,NA,NA,NA,NA,NA
5857,NA,NA,NA,NA,NA
5858,NA,NA,NA,NA,NA
5859,NA,NA,NA,NA,NA
5860,NA,NA,NA,NA,NA
5861,NA,NA,NA,NA,NA
5862,NA,NA,NA,NA,NA
5863,NA,NA,NA,NA,NA
5864,NA,NA,NA,NA,NA
5865,NA,NA,NA,NA,NA
5866,NA,NA,NA,NA,NA
5867,NA,NA,NA,NA,NA
5868,NA,NA,NA,NA,NA
5869,NA,NA,NA,NA,NA
"5870,Michael Risley|Adrienne Shelly|Spalding Gray|Callie Thorne|Michael Rodrick|Sakina Jaffrey|Jase Blankfort|Kristin Griffith|Jonathan Hogan|Ted Sutton|James Burton|David Deblinger|Claire Beckman|Armand Schultz|Phyllis Somerville,Tim McCann,90,""$300,000"",independent film"
5871,Bob Jay Mills|Petra Westen|Gregorio|Tacey Adams|Scooter Stephan|Andrew Eichner|Al Schuermann|Jerry O'Conner|Doug Duane|Maeve Kerrigan|Christian Calloway|Christina Sidrow|David Jean Thomas|Les Pollack|Andy Kallok,Frank Novak,NA,NA,feature film directorial debut|directorial debut|toy|drug abuse
"5872,Pierce Brosnan|Halle Berry|Toby Stephens|Rosamund Pike|Rick Yune|Judi Dench|John Cleese|Michael Madsen|Will Yun Lee|Kenneth Tsang|Emilio Echevarría|Michael Gor|Lawrence Makoare|Colin Salmon|Samantha Bond,Ian Fleming,133,""$142,000,000"",north korea|iceland|007|gadget car"
"5873,Kevin Kline|Emile Hirsch|Embeth Davidtz|Rob Morrow|Edward Herrmann|Harris Yulin|Paul Dano|Rishi Mehta|Jesse Eisenberg|Gabriel Millman|Chris Morales|Luca Bigini|Michael Coppola|Sean Fredricks|Katherine O'Sullivan,Ethan Canin,109,""$12,500,000"",golf resort|told in flashback|ear piece|marriage"
"5874,Ice Cube|Mike Epps|John Witherspoon|Don 'D.C.' Curry|Anna Maria Horsford|Clifton Powell|K.D. Aubert|Bebe Drake|Katt Williams|Rickey Smiley|Terry Crews|Maz Jobrani|Reggie Gaskins|Joel McKinnon Miller|Brian Stepanek,Ice Cube,85,""$10,000,000"",santa claus character|climbing a fence|christmas|security guard"
"5875,Kyra Sedgwick|Parker Posey|Fairuza Balk|John Ventimiglia|Ron Leibman|Wallace Shawn|David Warshofsky|Leo Fitzpatrick|Tim Guinee|Patti D'Arbanville|Ben Shenkman|Joel de la Fuente|Marceline Hugot|Brian Tarantina|Seth Gilliam,Rebecca Miller,86,""$125,000"",abusive husband|hand job|female nudity|topless female nudity"
"5876,Michael Caine|Brendan Fraser|Thi Hai Yen Do|Rade Serbedzija|Tzi Ma|Robert Stanton|Holmes Osborne|Quang Hai|Ferdinand Hoang|Pham Thi Mai Hoa|Mathias Mlekuz|Kevin Tran|Lap Phan|Tim Bennett|Jeff Truman,Graham Greene,101,""$30,000,000"",year 1952|first indochina war|french indochina|asia"
5877,Cecilia Bengolea|Leonardo Brzezicki|Adrián Fondari|Pablo Razuk|Fabián Talín|Carlos Issa|Fernando Moumdjian|Juan Martín Gravina|Pablo Sirianni|Cristian Dos Santos|Violeta Uman|Ezequial López|Adrián Blanco,Verónica Chen,91,NA,male prostitute|suicidal|f rated|shower
5878,Javier Cámara|Darío Grandinetti|Leonor Watling|Rosario Flores|Mariola Fuentes|Geraldine Chaplin|Pina Bausch|Malou Airaudo|Caetano Veloso|Roberto Álvarez|Elena Anaya|Lola Dueñas|Adolfo Fernández|Ana Fernández|Chus Lampreave,Pedro Almodóvar,112,NA,nudity|female nudity|coma rape|coma
"5879,Adam Sandler|Jackie Sandler|Austin Stout|Kevin Nealon|Rob Schneider|Norm Crosby|Jon Lovitz|Tyra Banks|Blake Clark|Peter Dante|Ellen Albertini Dow|Kevin P. Farley|Lari Friedman|Tom Kenny|Cole Sprouse,Brooks Arthur,76,""$34,000,000"",basketball|criminal|twin|mall"
"5880,Devon Sawa|Bridgette Wilson-Sampras|Rupert Graves|Rufus Sewell|Heino Ferch|Joe Absolom|Jana Pallaske|Jean-Pierre Castaldi|Liliana Komorowska|Klaus Löwitsch|David Scheller|Detlef Bothe|Heinrich Schmieder|Franjo Marincic|Rade Radovic,Timothy Scott Bogart,93,""$40,000,000"",time bomb|stunt man|stunt woman|extreme sports"
"5881,George Clooney|Natascha McElhone|Viola Davis|Jeremy Davies|Ulrich Tukur|John Cho|Morgan Rusler|Shane Skelton|Donna Kimball|Michael Ensign|Elpidia Carrillo|Kent Faulcon|Lauren Cohn|Tony Clemons,Stanislaw Lem,99,""$47,000,000"",space station|trapped in space|title at the end|nudity"
"5882,Roscoe Lee Browne|Corey Burton|Dane A. Davis|Joseph Gordon-Levitt|Tony Jay|Austin Majors|Patrick McGoohan|Michael McShane|Laurie Metcalf|Brian Murray|David Hyde Pierce|Martin Short|Emma Thompson|Michael Wincott|Jack Angel,John Musker,95,""$140,000,000"",disability|wisecrack humor|fictional planet|moon"
"5883,Laura Regan|Marc Blucas|Ethan Embry|Dagmara Dominczyk|Jon Abrahams|Alexander Gould|Desiree Zurowski|Mark Hildreth|Jonathan Cherry|Peter LaCroix|Jessica Amlee|Jay Brazeau|L. Harvey Gold|David Abbott|Jodelle Ferland,Brendan Hood,89,""$17,000,000"",mental institution|supernatural horror|friend|nightmare"
5884,Jamie Rose|Catherine Carlen|Lycia Naff|Vicki Frederick|Kristina Loggia|Gretchen Palmer|Nina von Arx|Whitney Reis|Ed Gale|Don Calfa|Martha Quinn|Earl Boen|Billy Bob Thornton|Dave Adams|Lewis Arquette,Dan Hoskins,86,NA,baseball bat|dynamite|explosion|female gang
5885,Til Schweiger|Martin Feifel|Sebastian Blomberg|Nadja Uhl|Matthias Matschke|Doris Schretzmayer|Klaus Löwitsch|Devid Striesow|Barbara Philipp|Aykut Kayacik|Hubert Mulzer|Oliver Mommsen|This Maag|Johanna von Halem|Sandra Nedeleff,Gregor Schnitzler,101,NA,bomb|mansion|evidence|squatter
5886,Antonie Kamerling|Angela Schijf|Beau van Erven Dorens|Florence Kasumba|Dorothée Capelluto|Anniek Pheifer|Leo Hogenboom|Guusje Westermann|Tijn Docter|Arjan ten Broecke|Cynthia de Graaff|Antoinette Jelgersma|Titus Muizelaar|Rinco van der Baan|Marieke de Kruijf,Willeke Frima,99,NA,nudity|explicit sex|self destructiveness|sex scene
"5887,Richard Pryor|Gene Wilder|Mercedes Ruehl|Stephen Lang|Vanessa Williams|Phil Rubenstein|Peter Michael Goetz|Billy Beck|Jerry Houser|Kevin Pollak|Craig Richard Nelson|Kandis Chappell|Elsa Raven|Catherine E. Coulson|Norman Glasser,Ziggy Steinberg,NA,""$17,000,000"",con man|double act|street hustler|sanitarium"
5888,Sergey Bodrov|Viktor Sukhorukov|Svetlana Pismichenko|Mariya Zhukova|Yuriy Kuznetsov|Vyacheslav Butusov|Irina Rakshina|Sergey Murzin|Anatoliy Zhuravlyov|Igor Shibanov|Andrey Fedortsov|Sergey Debizhev|Aleksei Sevostyanov|Rinat Ibragimov|Vladimir Ermilov,Aleksey Balabanov,96,NA,shot to death|drifter|neo noir|1990s
5889,NA,NA,NA,NA,NA
"5890,Per Christian Ellefsen|Sven Nordin|Marit Pia Jacobsen|Jørgen Langhelle|Per Christensen|Hilde Olausson|Ola Otnes|Eli Anne Linnestad|Cecilie A. Mosli|Joachim Rafaelsen|Per Gørvell|Knud Dahl|Knut Haugmark,Petter Næss,89,""NOK15,500,000"",mental illness|sex obsession|watching tv|character name as title"
5891,NA,NA,NA,NA,NA
5892,NA,NA,NA,NA,NA
"5893,Linda Fiorentino|Bill Pullman|Michael Raysses|Zack Phifer|Peter Berg|Brien Varady|Dean Norris|Donna W. Scott|Mik Scriba|J.T. Walsh|Erik-Anders Nilsson|Patricia R. Caprio|Herb Mitchell|Bill Nunn|Renee Rogers,Steve Barancik,110,""$2,500,000"",erotic thriller|insurance fraud|seduction|stupid victim"
5894,Joan Severance|Con O'Neill|Beth Goddard|Dean Williamson|Rocky Taylor|Joseph Pilato|David Gilliam|Enrique Neant|Tara Shaw|Phil Harris|Perry Benson|Liz Daniels|Fison Burgess|Simon Fisher|Helena Boobleswang,Steve Barancik,96,NA,private detective|sex scene|fellatio|cunnilingus
5895,NA,NA,NA,NA,NA
5896,Liane Balaban|Tara Spencer-Nairn|Mary Walsh|Nicholas Campbell|Cathy Moriarty|Andrew McCarthy|Darren Keay|Kevin Curran|Krista MacDonald|Cassie MacDonald|Adrien Dixon|Patrick Joyce|Lorne Pardy|Mark McKinney|Susan Quinn,Tricia Fish,97,NA,religious parent|vomiting|teen movie|new york
5897,NA,NA,NA,NA,NA
5898,NA,NA,NA,NA,NA
5899,NA,NA,NA,NA,NA
"5900,Robert De Niro|Billy Crystal|Lisa Kudrow|Joe Viterelli|Cathy Moriarty|Joey Diaz|Jerome Le Page|Joseph Bono|Brian Rogalski|Thomas Rosales Jr.|Patrick Marcune|John F. Gooding|Henry Morales-Ballet|Scott Dillin|Ted Neustadt,Kenneth Lonergan,96,""$60,000,000"",blonde|bikini|lingerie|scantily clad female"
"5901,John Leguizamo|Peter Sarsgaard|Denise Richards|Vincent Laresca|Isabella Rossellini|Sônia Braga|Delilah Cotto|Nestor Serrano|Anthony 'Treach' Criss|Rafael Báez|Fat Joe|Carlos Leon|Felix Solis|Omar Pastran|Rob B. Campbell,Franc. Reyes,90,""$4,000,000"",money|drug dealer|friend|investment banker"
"5902,Nicolas Cage|Tilda Swinton|Meryl Streep|Chris Cooper|Jay Tavare|Litefoot|Roger Willie|Jim Beaver|Cara Seymour|Doug Jones|Stephen Tobolowsky|Gary Farmer|Peter Jason|Gregory Itzin|Curtis Hanson,Spike Jonze,115,""$19,000,000"",magical realism|metafiction|voice over inner thoughts|meta film"
"5903,Christian Bale|Dominic Purcell|Sean Bean|Christian Kahrmann|John Keogh|Sean Pertwee|William Fichtner|Angus Macfadyen|David Barrash|Dirk Martens|Taye Diggs|Matthew Harbour|Maria Pia Calzone|Emily Siewert|Emily Watson,Kurt Wimmer,107,""$20,000,000"",dystopia|suppression of emotion|brainwashing|gun fu"
5904,Richard Harris|Reece Noi|Lynn Redgrave|Tom Bell|Emma Catherwood|Aidan Gillen|Louise Lombard|Paul McGann|Jimi Mistry|Lorraine Pilkington|Colin Salmon|James Foy|James McMartin|Danny Lawrence|Gerard Starkey,Don Boyd,NA,NA,daughter|organized crime|mob boss|shakespeare's king lear
"5905,Luciano Saber|Kaycee|Tomiko Lee|Gina Hiraizumi|Kate Holliday|Hiromi Nishiyama|Mari Tanaka|Dennis James Lee|Ginni Ramos|Tim Colceri|David Mersault|Edwin A. Santos|Rosco Karzas|Jesse Pate|Lea Downey,Tony T.L. Young,90,""$2,200,000"",poet"
5906,Philippe Torreton|Maria Pitarresi|Nadia Kaci|Véronique Ataly|Nathalie Bécue|Emmanuelle Bercot|Françoise Bette|Christine Citti|Christina Crevillén|Sylviane Goudal|Didier Bezace|Betty Teboulle|Gérard Giroudon|Marief Guittier|Daniel Delabesse,Bertrand Tavernier,117,NA,teacher|discouragement|schoolmaster|poverty
5907,NA,NA,NA,NA,NA
